transaction_id,vehicle_id,vehicle_type,passage_time,lane_number,axle_count,toll_amount,currency,tag_status,vehicle_color,vehicle_make,vehicle_model,passage_status,gantry_id,tag_read_time,plate_captured,image_quality,weather_condition,speed_kmph,over_speed_flag
T100294,KA53AB3351,Bike,2025-06-27 06:01:09,4,4,5.43,AUD,Expired,Grey,Toyota,Altroz,Failed,G2,2025-06-27 06:01:13,Yes,Glare,Foggy,111,No
T100295,KA21AB1345,Bike,2025-06-27 06:00:23,3,2,12.82,AUD,Valid,Black,Toyota,Figo,Completed,G1,2025-06-27 06:00:28,No,Glare,Rainy,70,No
T100296,KA47AB2462,Car,2025-06-27 06:02:23,1,2,11.73,AUD,Valid,White,Hyundai,Altroz,Failed,G1,2025-06-27 06:02:27,No,Dark,Sunny,106,Yes
T100297,KA67AB2421,Bike,2025-06-27 06:01:15,4,5,13.45,AUD,Valid,Blue,Toyota,Civic,Failed,G2,2025-06-27 06:01:19,No,Glare,Rainy,47,No
T100298,KA96AB2221,SUV,2025-06-27 06:00:48,4,2,4.48,AUD,Expired,Black,Hyundai,Figo,Completed,G1,2025-06-27 06:00:50,Yes,Good,Cloudy,51,No
T100299,KA89AB7119,Truck,2025-06-27 06:01:11,1,4,6.46,AUD,Valid,White,Toyota,i20,Failed,G3,2025-06-27 06:01:13,Yes,Blur,Rainy,54,Yes
T100300,KA25AB1084,SUV,2025-06-27 06:00:48,1,4,5.54,AUD,Valid,Red,Ford,ModelX,Failed,G1,2025-06-27 06:00:51,No,Good,Foggy,51,Yes
T100301,KA73AB5540,SUV,2025-06-27 06:03:10,1,3,2.6,AUD,Pending,Black,Honda,i20,Retry,G2,2025-06-27 06:03:12,Yes,Glare,Cloudy,94,Yes
T100302,KA72AB2450,Bike,2025-06-27 06:01:40,1,5,19.2,AUD,Expired,Red,Hyundai,ModelX,Retry,G1,2025-06-27 06:01:42,Yes,Dark,Foggy,50,No
T100303,KA40AB8608,Bus,2025-06-27 06:00:10,3,2,5.97,AUD,Valid,Black,Ford,Figo,Failed,G2,2025-06-27 06:00:14,No,Dark,Foggy,89,No
T100304,KA31AB8489,Car,2025-06-27 06:00:41,2,3,3.93,AUD,Valid,White,Honda,Civic,Completed,G3,2025-06-27 06:00:42,Yes,Good,Foggy,60,No
T100305,KA13AB6777,Car,2025-06-27 06:01:13,4,4,19.42,AUD,Expired,Grey,Tata,i20,Completed,G3,2025-06-27 06:01:17,Yes,Blur,Foggy,48,Yes
T100306,KA05AB6591,Bike,2025-06-27 06:00:39,4,2,2.7,AUD,Valid,Red,Tata,Figo,Retry,G3,2025-06-27 06:00:41,No,Dark,Foggy,119,No
T100307,KA65AB2915,Car,2025-06-27 06:01:34,1,4,6.11,AUD,Valid,Red,Ford,Figo,Retry,G3,2025-06-27 06:01:39,Yes,Blur,Cloudy,71,Yes
T100308,KA28AB6611,Bus,2025-06-27 06:02:40,3,5,3.6,AUD,Valid,Grey,Toyota,Altroz,Failed,G1,2025-06-27 06:02:44,No,Good,Cloudy,107,No
T100309,KA28AB1709,Truck,2025-06-27 06:00:28,2,3,19.32,AUD,Expired,Black,Ford,Figo,Failed,G2,2025-06-27 06:00:30,No,Good,Foggy,47,Yes
T100310,KA45AB2519,Truck,2025-06-27 06:00:28,2,3,7.48,AUD,Pending,Red,Hyundai,ModelX,Completed,G1,2025-06-27 06:00:33,No,Good,Sunny,24,Yes
T100311,KA48AB3465,Bike,2025-06-27 06:02:57,4,4,16.54,AUD,Valid,White,Honda,Figo,Retry,G3,2025-06-27 06:02:58,No,Dark,Foggy,75,Yes
T100312,KA94AB9671,Truck,2025-06-27 06:00:19,1,3,17.17,AUD,Expired,Black,Toyota,Civic,Completed,G3,2025-06-27 06:00:24,No,Dark,Rainy,76,No
T100313,KA21AB4473,Truck,2025-06-27 06:00:48,3,2,18.37,AUD,Pending,Black,Hyundai,Altroz,Failed,G3,2025-06-27 06:00:51,No,Blur,Cloudy,62,Yes
T100314,KA88AB1527,Bus,2025-06-27 06:00:33,1,4,12.32,AUD,Valid,White,Hyundai,i20,Retry,G2,2025-06-27 06:00:36,Yes,Blur,Cloudy,69,Yes
T100315,KA02AB2722,Bike,2025-06-27 06:00:18,3,5,12.08,AUD,Pending,Black,Toyota,ModelX,Completed,G3,2025-06-27 06:00:20,Yes,Dark,Rainy,49,Yes
T100316,KA21AB6332,Bike,2025-06-27 06:00:46,4,3,6.91,AUD,Expired,White,Tata,Altroz,Completed,G3,2025-06-27 06:00:48,Yes,Blur,Rainy,52,No
T100317,KA81AB6996,Car,2025-06-27 06:01:15,2,5,7.14,AUD,Pending,Grey,Tata,Altroz,Failed,G2,2025-06-27 06:01:19,Yes,Dark,Sunny,85,Yes
T100318,KA87AB2035,Truck,2025-06-27 06:00:47,4,4,19.06,AUD,Valid,White,Honda,i20,Failed,G3,2025-06-27 06:00:48,No,Glare,Rainy,26,Yes
T100319,KA59AB6548,Bike,2025-06-27 06:01:52,3,3,4.75,AUD,Pending,Black,Ford,Figo,Retry,G2,2025-06-27 06:01:54,Yes,Good,Foggy,72,No
T100320,KA83AB4305,Truck,2025-06-27 06:00:28,3,4,17.09,AUD,Pending,Grey,Tata,i20,Retry,G3,2025-06-27 06:00:30,Yes,Glare,Sunny,61,Yes
T100321,KA71AB5668,Bus,2025-06-27 06:00:32,4,3,14.54,AUD,Pending,White,Hyundai,Altroz,Failed,G2,2025-06-27 06:00:33,Yes,Good,Cloudy,63,Yes
T100322,KA67AB6810,Car,2025-06-27 06:00:23,2,5,5.2,AUD,Pending,White,Tata,ModelX,Retry,G3,2025-06-27 06:00:24,Yes,Good,Sunny,75,No
T100323,KA85AB9432,Bike,2025-06-27 06:00:19,3,4,5.92,AUD,Pending,White,Toyota,Civic,Completed,G1,2025-06-27 06:00:23,Yes,Glare,Rainy,96,No
T100324,KA43AB8642,Truck,2025-06-27 06:00:15,2,4,14.46,AUD,Expired,Black,Ford,Altroz,Failed,G3,2025-06-27 06:00:16,No,Blur,Cloudy,108,No
T100325,KA77AB5713,SUV,2025-06-27 06:02:45,4,4,7.55,AUD,Expired,Black,Hyundai,i20,Completed,G3,2025-06-27 06:02:47,Yes,Glare,Foggy,32,No
T100326,KA70AB2094,Bike,2025-06-27 06:01:19,2,2,11.9,AUD,Pending,White,Toyota,Figo,Completed,G2,2025-06-27 06:01:22,No,Glare,Sunny,73,Yes
T100327,KA48AB1379,Car,2025-06-27 06:01:04,4,5,4.39,AUD,Expired,Red,Honda,ModelX,Failed,G3,2025-06-27 06:01:05,No,Glare,Cloudy,55,No
T100328,KA69AB9444,Truck,2025-06-27 06:02:36,1,4,19.27,AUD,Valid,White,Tata,Civic,Completed,G1,2025-06-27 06:02:38,No,Glare,Sunny,48,Yes
T100329,KA11AB9933,SUV,2025-06-27 06:00:47,3,4,4.82,AUD,Expired,White,Ford,i20,Failed,G1,2025-06-27 06:00:51,No,Dark,Foggy,113,No
T100330,KA41AB5968,SUV,2025-06-27 06:00:22,2,4,6.93,AUD,Valid,Blue,Toyota,Altroz,Failed,G2,2025-06-27 06:00:23,Yes,Glare,Foggy,42,Yes
T100331,KA59AB7676,Bike,2025-06-27 06:03:09,2,5,16.77,AUD,Pending,Black,Toyota,Figo,Retry,G1,2025-06-27 06:03:12,Yes,Good,Sunny,96,No
T100332,KA01AB6699,Bus,2025-06-27 06:05:29,1,4,9.54,AUD,Valid,Grey,Ford,ModelX,Retry,G1,2025-06-27 06:05:30,No,Dark,Cloudy,57,No
T100333,KA87AB8399,Truck,2025-06-27 06:00:55,3,2,5.98,AUD,Valid,Black,Honda,Figo,Completed,G1,2025-06-27 06:00:56,Yes,Glare,Foggy,45,Yes
T100334,KA17AB7868,Car,2025-06-27 06:01:57,1,2,11.56,AUD,Valid,Black,Honda,i20,Failed,G3,2025-06-27 06:02:02,No,Blur,Foggy,80,Yes
T100335,KA36AB4906,Car,2025-06-27 06:01:46,3,4,12.53,AUD,Expired,Blue,Ford,ModelX,Completed,G2,2025-06-27 06:01:50,Yes,Dark,Cloudy,51,Yes
T100336,KA25AB3150,Truck,2025-06-27 06:02:15,4,2,11.92,AUD,Expired,Grey,Toyota,i20,Failed,G1,2025-06-27 06:02:16,Yes,Glare,Rainy,104,Yes
T100337,KA53AB1046,Truck,2025-06-27 06:02:38,4,2,15.11,AUD,Valid,Grey,Honda,Figo,Retry,G1,2025-06-27 06:02:39,No,Glare,Rainy,112,No
T100338,KA51AB6092,SUV,2025-06-27 06:00:13,1,4,4.56,AUD,Valid,Grey,Ford,i20,Failed,G3,2025-06-27 06:00:18,No,Good,Sunny,27,Yes
T100339,KA39AB8133,Car,2025-06-27 06:00:18,2,4,5.93,AUD,Valid,Black,Tata,Figo,Retry,G1,2025-06-27 06:00:22,No,Glare,Cloudy,47,Yes
T100340,KA28AB7251,SUV,2025-06-27 06:00:46,3,2,18.33,AUD,Valid,Grey,Tata,Figo,Failed,G1,2025-06-27 06:00:47,Yes,Good,Cloudy,42,Yes
T100341,KA15AB3116,Bus,2025-06-27 06:02:16,4,5,5.85,AUD,Expired,White,Toyota,ModelX,Failed,G1,2025-06-27 06:02:21,No,Glare,Foggy,51,Yes
T100342,KA70AB3478,SUV,2025-06-27 06:00:05,4,3,7.69,AUD,Valid,Red,Ford,Civic,Retry,G3,2025-06-27 06:00:09,No,Dark,Foggy,89,Yes
T100343,KA81AB6741,Bike,2025-06-27 06:00:46,2,3,12.82,AUD,Valid,Blue,Hyundai,Civic,Retry,G1,2025-06-27 06:00:48,Yes,Good,Rainy,82,Yes
T100344,KA71AB9736,Car,2025-06-27 06:00:43,3,4,10.16,AUD,Expired,Red,Honda,Civic,Completed,G3,2025-06-27 06:00:47,Yes,Dark,Sunny,44,Yes
T100345,KA10AB6496,Bike,2025-06-27 06:00:21,4,5,14.67,AUD,Valid,Red,Honda,Altroz,Completed,G2,2025-06-27 06:00:23,No,Good,Foggy,36,Yes
T100346,KA08AB3571,Bike,2025-06-27 06:00:00,1,5,12.13,AUD,Valid,Blue,Ford,Altroz,Completed,G3,2025-06-27 06:00:02,Yes,Glare,Sunny,69,No
T100347,KA88AB2974,Car,2025-06-27 06:03:34,2,3,7.62,AUD,Pending,White,Toyota,Altroz,Retry,G1,2025-06-27 06:03:38,Yes,Blur,Sunny,95,Yes
T100348,KA30AB2813,SUV,2025-06-27 06:00:03,3,5,17.77,AUD,Pending,Blue,Toyota,ModelX,Failed,G1,2025-06-27 06:00:07,Yes,Glare,Rainy,112,No
T100349,KA74AB4934,Bike,2025-06-27 06:00:10,1,5,19.28,AUD,Pending,Black,Tata,Figo,Retry,G1,2025-06-27 06:00:13,Yes,Blur,Rainy,98,No
T100350,KA53AB8464,Truck,2025-06-27 06:00:28,1,2,19.97,AUD,Pending,Black,Hyundai,i20,Retry,G2,2025-06-27 06:00:29,No,Dark,Sunny,65,No
T100351,KA12AB3740,Truck,2025-06-27 06:00:01,1,5,4.86,AUD,Valid,Grey,Ford,ModelX,Failed,G3,2025-06-27 06:00:05,Yes,Dark,Cloudy,104,No
T100352,KA06AB4180,Car,2025-06-27 06:01:35,2,2,19.54,AUD,Expired,Black,Hyundai,Figo,Retry,G3,2025-06-27 06:01:37,No,Glare,Sunny,56,No
T100353,KA33AB8278,Bike,2025-06-27 06:01:25,2,3,10.03,AUD,Valid,Red,Hyundai,ModelX,Retry,G2,2025-06-27 06:01:26,No,Dark,Rainy,92,Yes
T100354,KA81AB1244,Car,2025-06-27 06:00:46,4,4,17.47,AUD,Pending,Grey,Ford,Civic,Retry,G1,2025-06-27 06:00:51,No,Good,Rainy,84,No
T100355,KA06AB4374,Car,2025-06-27 06:02:06,3,5,19.15,AUD,Expired,Red,Honda,Altroz,Retry,G1,2025-06-27 06:02:07,No,Blur,Sunny,52,Yes
T100356,KA62AB3237,Bike,2025-06-27 06:00:13,3,5,16.86,AUD,Pending,Red,Hyundai,Figo,Failed,G2,2025-06-27 06:00:15,Yes,Dark,Sunny,66,No
T100357,KA48AB3222,Bike,2025-06-27 06:01:28,1,4,7.51,AUD,Expired,Grey,Ford,Figo,Failed,G1,2025-06-27 06:01:30,Yes,Good,Rainy,95,No
T100358,KA08AB8667,Bus,2025-06-27 06:00:56,1,2,16.59,AUD,Valid,White,Tata,i20,Completed,G2,2025-06-27 06:01:00,Yes,Glare,Foggy,23,Yes
T100359,KA82AB9618,SUV,2025-06-27 06:00:48,1,4,19.75,AUD,Valid,White,Hyundai,ModelX,Retry,G3,2025-06-27 06:00:52,No,Blur,Foggy,50,No
T100360,KA79AB5383,SUV,2025-06-27 06:00:38,2,4,17.41,AUD,Pending,Red,Hyundai,Altroz,Retry,G2,2025-06-27 06:00:39,No,Good,Foggy,27,Yes
T100361,KA07AB5889,Truck,2025-06-27 06:02:17,4,5,11.73,AUD,Pending,Red,Honda,Altroz,Failed,G2,2025-06-27 06:02:18,No,Blur,Foggy,30,Yes
T100362,KA05AB9225,Bike,2025-06-27 06:00:17,1,5,10.84,AUD,Expired,Black,Tata,i20,Completed,G1,2025-06-27 06:00:20,No,Blur,Rainy,91,Yes
T100363,KA70AB4938,SUV,2025-06-27 06:01:57,2,3,11.58,AUD,Valid,Blue,Tata,ModelX,Failed,G2,2025-06-27 06:01:58,No,Good,Foggy,70,No
T100364,KA65AB4842,Bus,2025-06-27 06:00:44,2,5,3.58,AUD,Pending,White,Toyota,i20,Completed,G3,2025-06-27 06:00:46,Yes,Dark,Foggy,82,Yes
T100365,KA52AB7407,Truck,2025-06-27 06:00:12,2,4,7.32,AUD,Pending,Black,Toyota,ModelX,Completed,G1,2025-06-27 06:00:13,Yes,Glare,Cloudy,62,Yes
T100366,KA92AB3256,Bus,2025-06-27 06:08:50,4,5,6.47,AUD,Pending,Red,Honda,Figo,Failed,G1,2025-06-27 06:08:55,No,Dark,Rainy,29,No
T100367,KA14AB9187,Bike,2025-06-27 06:00:15,2,5,11.28,AUD,Expired,White,Toyota,i20,Failed,G3,2025-06-27 06:00:18,No,Glare,Foggy,44,Yes
T100368,KA71AB8212,Bike,2025-06-27 06:00:21,4,3,19.77,AUD,Pending,White,Hyundai,i20,Completed,G3,2025-06-27 06:00:22,No,Dark,Sunny,24,No
T100369,KA24AB4090,Bike,2025-06-27 06:00:09,4,5,13.81,AUD,Valid,Grey,Tata,ModelX,Failed,G3,2025-06-27 06:00:12,No,Good,Sunny,101,No
T100370,KA58AB6501,Truck,2025-06-27 06:00:41,4,3,5.59,AUD,Valid,Red,Honda,Figo,Retry,G1,2025-06-27 06:00:45,Yes,Good,Foggy,55,Yes
T100371,KA19AB3723,Car,2025-06-27 06:00:02,3,5,18.6,AUD,Valid,White,Honda,Figo,Failed,G2,2025-06-27 06:00:07,Yes,Good,Sunny,53,No
T100372,KA09AB1896,SUV,2025-06-27 06:00:47,4,5,17.28,AUD,Valid,Blue,Hyundai,Altroz,Completed,G3,2025-06-27 06:00:50,No,Glare,Sunny,106,No
T100373,KA13AB2788,Bike,2025-06-27 06:00:12,1,2,6.39,AUD,Pending,Grey,Hyundai,ModelX,Failed,G1,2025-06-27 06:00:14,Yes,Glare,Rainy,23,Yes
T100374,KA76AB1632,Bus,2025-06-27 06:00:43,3,3,7.97,AUD,Pending,Black,Honda,Altroz,Failed,G1,2025-06-27 06:00:48,No,Glare,Rainy,56,No
T100375,KA38AB4902,Bike,2025-06-27 06:00:06,1,4,17.26,AUD,Valid,White,Toyota,Altroz,Retry,G1,2025-06-27 06:00:11,No,Glare,Foggy,88,Yes
T100376,KA71AB2164,Bus,2025-06-27 06:00:27,1,5,19.68,AUD,Pending,Red,Honda,Figo,Completed,G3,2025-06-27 06:00:32,No,Dark,Sunny,101,No
T100377,KA76AB1141,Bus,2025-06-27 06:00:07,2,4,8.99,AUD,Pending,Red,Hyundai,Figo,Retry,G3,2025-06-27 06:00:09,No,Glare,Foggy,35,Yes
T100378,KA71AB3439,Car,2025-06-27 06:01:27,2,2,4.03,AUD,Pending,White,Honda,Civic,Failed,G2,2025-06-27 06:01:31,Yes,Blur,Rainy,96,Yes
T100379,KA29AB5622,Bus,2025-06-27 06:00:08,3,5,12.98,AUD,Valid,White,Tata,Altroz,Retry,G2,2025-06-27 06:00:09,No,Glare,Sunny,81,Yes
T100380,KA41AB7144,Car,2025-06-27 06:01:28,2,5,2.78,AUD,Expired,Black,Hyundai,Figo,Failed,G3,2025-06-27 06:01:32,Yes,Dark,Rainy,72,Yes
T100381,KA04AB7392,Car,2025-06-27 06:01:18,1,2,11.78,AUD,Expired,Black,Honda,i20,Retry,G3,2025-06-27 06:01:21,Yes,Dark,Cloudy,69,Yes
T100382,KA54AB3838,Bus,2025-06-27 06:04:52,4,2,18.98,AUD,Valid,Black,Tata,ModelX,Failed,G3,2025-06-27 06:04:54,Yes,Blur,Foggy,63,No
T100383,KA96AB5662,Car,2025-06-27 06:00:01,2,4,13.04,AUD,Expired,Red,Ford,ModelX,Failed,G2,2025-06-27 06:00:06,Yes,Good,Sunny,117,Yes
T100384,KA23AB9199,Bike,2025-06-27 06:01:04,2,4,3.56,AUD,Valid,Blue,Ford,Figo,Failed,G2,2025-06-27 06:01:08,Yes,Good,Cloudy,91,Yes
T100385,KA68AB6898,SUV,2025-06-27 06:00:14,4,2,17.21,AUD,Expired,White,Ford,i20,Completed,G3,2025-06-27 06:00:15,No,Dark,Cloudy,52,Yes
T100386,KA75AB4105,Bike,2025-06-27 06:02:37,4,3,8.04,AUD,Pending,White,Ford,Civic,Retry,G2,2025-06-27 06:02:40,Yes,Good,Sunny,102,Yes
T100387,KA44AB3019,Bike,2025-06-27 06:02:35,2,4,11.71,AUD,Pending,Black,Ford,ModelX,Retry,G1,2025-06-27 06:02:39,Yes,Blur,Cloudy,97,No
T100388,KA32AB9770,SUV,2025-06-27 06:01:19,2,3,19.47,AUD,Valid,Black,Hyundai,Civic,Retry,G1,2025-06-27 06:01:23,No,Dark,Foggy,116,Yes
T100389,KA94AB3581,Car,2025-06-27 06:00:41,2,5,10.29,AUD,Valid,White,Ford,Civic,Failed,G1,2025-06-27 06:00:46,Yes,Glare,Foggy,21,No
T100390,KA06AB7709,Bus,2025-06-27 06:01:00,2,3,6.62,AUD,Pending,Blue,Honda,ModelX,Retry,G1,2025-06-27 06:01:03,Yes,Glare,Cloudy,25,Yes
T100391,KA60AB2568,Truck,2025-06-27 06:00:40,3,2,11.52,AUD,Expired,Red,Honda,ModelX,Completed,G3,2025-06-27 06:00:43,Yes,Glare,Foggy,23,No
T100392,KA61AB9270,SUV,2025-06-27 06:00:20,4,2,4.9,AUD,Pending,White,Hyundai,ModelX,Failed,G3,2025-06-27 06:00:25,Yes,Blur,Foggy,100,No
T100393,KA42AB4086,SUV,2025-06-27 06:00:32,4,2,15.77,AUD,Expired,Grey,Tata,Civic,Failed,G2,2025-06-27 06:00:33,Yes,Blur,Rainy,63,Yes
T100394,KA92AB2122,Car,2025-06-27 06:01:48,1,2,15.86,AUD,Valid,Blue,Hyundai,ModelX,Failed,G3,2025-06-27 06:01:53,Yes,Good,Rainy,96,No
T100395,KA88AB5657,Truck,2025-06-27 06:00:04,4,3,4.01,AUD,Pending,White,Hyundai,Civic,Retry,G3,2025-06-27 06:00:06,No,Blur,Sunny,50,Yes
T100396,KA33AB5723,Bus,2025-06-27 06:00:19,3,5,17.22,AUD,Valid,Blue,Honda,Figo,Failed,G3,2025-06-27 06:00:20,Yes,Glare,Rainy,46,No
T100397,KA82AB2081,SUV,2025-06-27 06:01:49,1,3,13.55,AUD,Pending,Blue,Toyota,Civic,Completed,G2,2025-06-27 06:01:50,No,Dark,Foggy,69,Yes
T100398,KA58AB9597,Bus,2025-06-27 06:00:17,1,3,15.3,AUD,Pending,White,Ford,Altroz,Completed,G3,2025-06-27 06:00:20,No,Dark,Sunny,30,Yes
T100399,KA41AB5003,Bike,2025-06-27 06:02:44,2,2,17.72,AUD,Pending,Blue,Ford,ModelX,Failed,G1,2025-06-27 06:02:46,No,Good,Foggy,48,Yes
T100400,KA13AB6391,Truck,2025-06-27 06:00:43,3,4,8.61,AUD,Expired,Red,Toyota,Civic,Completed,G1,2025-06-27 06:00:48,Yes,Blur,Sunny,116,Yes
T100401,KA85AB5292,Bike,2025-06-27 06:00:50,4,2,13.67,AUD,Pending,Black,Hyundai,Altroz,Retry,G3,2025-06-27 06:00:55,Yes,Dark,Rainy,31,No
T100402,KA63AB5294,Bus,2025-06-27 06:00:17,1,4,5.07,AUD,Expired,Black,Tata,Civic,Retry,G2,2025-06-27 06:00:18,Yes,Good,Rainy,64,No
T100403,KA12AB4848,Truck,2025-06-27 06:00:41,1,4,6.48,AUD,Expired,Black,Toyota,ModelX,Failed,G3,2025-06-27 06:00:42,No,Glare,Foggy,101,No
T100404,KA10AB3794,Truck,2025-06-27 06:00:01,1,3,6.41,AUD,Valid,Grey,Hyundai,Figo,Completed,G2,2025-06-27 06:00:02,Yes,Dark,Cloudy,70,No
T100405,KA74AB8643,Bike,2025-06-27 06:01:09,3,5,11.65,AUD,Valid,Black,Honda,Figo,Retry,G2,2025-06-27 06:01:10,Yes,Dark,Cloudy,70,No
T100406,KA67AB5673,Truck,2025-06-27 06:00:19,1,2,12.14,AUD,Valid,Black,Toyota,Altroz,Failed,G3,2025-06-27 06:00:22,Yes,Glare,Rainy,100,Yes
T100407,KA40AB3786,Car,2025-06-27 06:00:59,2,5,6.86,AUD,Expired,Blue,Toyota,Civic,Retry,G1,2025-06-27 06:01:00,No,Blur,Sunny,113,Yes
T100408,KA73AB1935,Bus,2025-06-27 06:00:38,4,3,5.73,AUD,Expired,Red,Toyota,Altroz,Retry,G1,2025-06-27 06:00:40,No,Dark,Foggy,37,Yes
T100409,KA33AB4682,Bus,2025-06-27 06:00:21,4,2,12.15,AUD,Valid,White,Honda,i20,Failed,G1,2025-06-27 06:00:24,No,Dark,Cloudy,64,Yes
T100410,KA69AB2274,Bike,2025-06-27 06:03:51,2,4,4.34,AUD,Valid,Red,Toyota,Civic,Retry,G1,2025-06-27 06:03:54,No,Dark,Cloudy,51,Yes
T100411,KA25AB4692,Bike,2025-06-27 06:00:03,1,2,10.45,AUD,Valid,Red,Hyundai,Civic,Completed,G2,2025-06-27 06:00:06,Yes,Dark,Sunny,36,No
T100412,KA85AB9467,Truck,2025-06-27 06:00:13,4,3,12.0,AUD,Valid,Red,Hyundai,Altroz,Completed,G2,2025-06-27 06:00:16,No,Good,Cloudy,102,Yes
T100413,KA38AB6047,Bike,2025-06-27 06:02:15,2,3,15.81,AUD,Pending,Black,Ford,ModelX,Completed,G3,2025-06-27 06:02:16,Yes,Blur,Cloudy,49,No
T100414,KA01AB2424,SUV,2025-06-27 06:00:36,3,2,17.29,AUD,Expired,Blue,Honda,Altroz,Completed,G1,2025-06-27 06:00:39,Yes,Blur,Cloudy,86,No
T100415,KA82AB6061,SUV,2025-06-27 06:00:21,4,4,8.35,AUD,Expired,White,Honda,ModelX,Failed,G1,2025-06-27 06:00:24,No,Good,Sunny,87,No
T100416,KA74AB5873,SUV,2025-06-27 06:00:03,2,3,10.21,AUD,Expired,White,Hyundai,ModelX,Failed,G1,2025-06-27 06:00:06,Yes,Glare,Foggy,66,Yes
T100417,KA58AB9747,Truck,2025-06-27 06:00:13,1,5,16.33,AUD,Pending,Grey,Toyota,Civic,Retry,G2,2025-06-27 06:00:14,No,Dark,Rainy,26,No
T100418,KA12AB7686,Car,2025-06-27 06:02:44,1,3,2.7,AUD,Expired,Grey,Toyota,i20,Completed,G1,2025-06-27 06:02:45,Yes,Good,Foggy,117,Yes
T100419,KA19AB7834,SUV,2025-06-27 06:01:35,2,4,6.16,AUD,Expired,White,Ford,i20,Retry,G1,2025-06-27 06:01:40,Yes,Blur,Rainy,116,Yes
T100420,KA60AB2883,SUV,2025-06-27 06:01:35,3,2,18.7,AUD,Expired,Blue,Hyundai,Civic,Completed,G2,2025-06-27 06:01:37,Yes,Good,Sunny,67,Yes
T100421,KA63AB4911,Bus,2025-06-27 06:00:14,4,3,7.91,AUD,Valid,Blue,Ford,ModelX,Completed,G3,2025-06-27 06:00:16,Yes,Blur,Rainy,75,Yes
T100422,KA56AB8346,Truck,2025-06-27 06:00:06,1,3,12.18,AUD,Valid,Black,Honda,i20,Failed,G1,2025-06-27 06:00:09,Yes,Dark,Cloudy,20,Yes
T100423,KA82AB9261,Bike,2025-06-27 06:01:50,3,5,19.19,AUD,Expired,White,Tata,Altroz,Failed,G2,2025-06-27 06:01:52,No,Good,Cloudy,24,Yes
T100424,KA15AB1374,Truck,2025-06-27 06:00:12,4,4,11.02,AUD,Pending,Blue,Honda,Figo,Completed,G1,2025-06-27 06:00:13,No,Dark,Sunny,96,No
T100425,KA46AB9728,Bike,2025-06-27 06:02:48,4,5,6.44,AUD,Pending,White,Ford,Altroz,Failed,G3,2025-06-27 06:02:52,Yes,Blur,Rainy,117,No
T100426,KA42AB2993,SUV,2025-06-27 06:02:23,1,5,4.78,AUD,Valid,Black,Tata,i20,Failed,G2,2025-06-27 06:02:24,Yes,Blur,Foggy,83,No
T100427,KA47AB5201,Bus,2025-06-27 06:00:05,4,2,8.58,AUD,Pending,Grey,Honda,Civic,Retry,G2,2025-06-27 06:00:10,Yes,Blur,Cloudy,76,Yes
T100428,KA82AB2546,Truck,2025-06-27 06:01:05,2,2,3.61,AUD,Expired,White,Honda,i20,Retry,G3,2025-06-27 06:01:06,Yes,Blur,Cloudy,70,Yes
T100429,KA69AB8594,Bus,2025-06-27 06:01:34,3,2,19.43,AUD,Pending,White,Toyota,Civic,Completed,G3,2025-06-27 06:01:38,No,Blur,Foggy,51,Yes
T100430,KA12AB9218,Bike,2025-06-27 06:01:05,3,5,3.97,AUD,Pending,Red,Toyota,Figo,Completed,G2,2025-06-27 06:01:07,Yes,Glare,Rainy,92,Yes
T100431,KA10AB8882,Bike,2025-06-27 06:00:08,4,4,16.07,AUD,Valid,Blue,Tata,Figo,Retry,G1,2025-06-27 06:00:13,No,Good,Cloudy,95,Yes
T100432,KA12AB1021,SUV,2025-06-27 06:00:15,4,2,12.99,AUD,Expired,White,Ford,Altroz,Retry,G1,2025-06-27 06:00:20,Yes,Glare,Rainy,102,Yes
T100433,KA28AB7257,Bike,2025-06-27 06:00:49,4,3,5.69,AUD,Pending,Black,Toyota,Altroz,Retry,G3,2025-06-27 06:00:50,Yes,Glare,Cloudy,64,No
T100434,KA94AB1962,Car,2025-06-27 06:00:32,3,2,14.71,AUD,Pending,Blue,Toyota,ModelX,Retry,G2,2025-06-27 06:00:36,Yes,Blur,Foggy,61,Yes
T100435,KA98AB6000,Bike,2025-06-27 06:01:56,2,3,19.69,AUD,Valid,White,Tata,Figo,Retry,G2,2025-06-27 06:02:00,No,Glare,Foggy,76,Yes
T100436,KA92AB9927,Car,2025-06-27 06:00:35,4,3,11.32,AUD,Expired,Black,Honda,ModelX,Completed,G2,2025-06-27 06:00:39,No,Glare,Sunny,57,Yes
T100437,KA43AB1584,Truck,2025-06-27 06:00:03,2,2,3.33,AUD,Expired,Red,Hyundai,i20,Completed,G2,2025-06-27 06:00:05,No,Blur,Rainy,61,No
T100438,KA18AB5374,Bus,2025-06-27 06:00:46,4,3,15.66,AUD,Expired,Black,Toyota,Altroz,Completed,G2,2025-06-27 06:00:48,Yes,Dark,Cloudy,86,Yes
T100439,KA01AB3403,Truck,2025-06-27 06:01:41,2,3,18.93,AUD,Expired,Red,Tata,Figo,Retry,G2,2025-06-27 06:01:46,No,Blur,Foggy,101,Yes
T100440,KA31AB9919,Bus,2025-06-27 06:02:16,4,4,6.21,AUD,Valid,Blue,Tata,Figo,Failed,G1,2025-06-27 06:02:19,No,Glare,Foggy,31,Yes
